shotID,arenaAdjustedShotDistance,arenaAdjustedXCord,arenaAdjustedXCordABS,arenaAdjustedYCord,arenaAdjustedYCordAbs,averageRestDifference,awayEmptyNet,awayPenalty1Length,awayPenalty1TimeLeft,awaySkatersOnIce,awayTeamCode,awayTeamGoals,defendingTeamAverageTimeOnIce,defendingTeamAverageTimeOnIceOfDefencemen,defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,defendingTeamAverageTimeOnIceOfForwards,defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff,defendingTeamAverageTimeOnIceSinceFaceoff,defendingTeamDefencemenOnIce,defendingTeamForwardsOnIce,defendingTeamMaxTimeOnIce,defendingTeamMaxTimeOnIceOfDefencemen,defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMaxTimeOnIceOfForwards,defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff,defendingTeamMaxTimeOnIceSinceFaceoff,defendingTeamMinTimeOnIce,defendingTeamMinTimeOnIceOfDefencemen,defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMinTimeOnIceOfForwards,defendingTeamMinTimeOnIceOfForwardsSinceFaceoff,defendingTeamMinTimeOnIceSinceFaceoff,distanceFromLastEvent,event,game_id,goal,goalieIdForShot,goalieNameForShot,homeEmptyNet,homePenalty1Length,homePenalty1TimeLeft,homeSkatersOnIce,homeTeamCode,homeTeamGoals,homeTeamWon,id,isHomeTeam,isPlayoffGame,lastEventCategory,lastEventShotAngle,lastEventShotDistance,lastEventTeam,lastEventxCord,lastEventxCord_adjusted,lastEventyCord,lastEventyCord_adjusted,location,offWing,period,playerNumThatDidEvent,playerNumThatDidLastEvent,playerPositionThatDidEvent,season,shooterLeftRight,shooterName,shooterPlayerId,shooterTimeOnIce,shooterTimeOnIceSinceFaceoff,shootingTeamAverageTimeOnIce,shootingTeamAverageTimeOnIceOfDefencemen,shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,shootingTeamAverageTimeOnIceOfForwards,shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff,shootingTeamAverageTimeOnIceSinceFaceoff,shootingTeamDefencemenOnIce,shootingTeamForwardsOnIce,shootingTeamMaxTimeOnIce,shootingTeamMaxTimeOnIceOfDefencemen,shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMaxTimeOnIceOfForwards,shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff,shootingTeamMaxTimeOnIceSinceFaceoff,shootingTeamMinTimeOnIce,shootingTeamMinTimeOnIceOfDefencemen,shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMinTimeOnIceOfForwards,shootingTeamMinTimeOnIceOfForwardsSinceFaceoff,shootingTeamMinTimeOnIceSinceFaceoff,shotAngle,shotAngleAdjusted,shotAnglePlusRebound,shotAnglePlusReboundSpeed,shotAngleReboundRoyalRoad,shotDistance,shotGeneratedRebound,shotGoalieFroze,shotOnEmptyNet,shotPlayContinuedInZone,shotPlayContinuedOutsideZone,shotPlayStopped,shotRebound,shotRush,shotType,shotWasOnGoal,speedFromLastEvent,team,teamCode,time,timeDifferenceSinceChange,timeSinceFaceoff,timeSinceLastEvent,timeUntilNextEvent,xCord,xCordAdjusted,xFroze,xGoal,xPlayContinuedInZone,xPlayContinuedOutsideZone,xPlayStopped,xRebound,xShotWasOnGoal,yCord,yCordAdjusted
56,33,64,64,21,21,-3.6,0,0,0,5,CHI,2,34,34,34,34,34,34,2,3,34,34,34,34,34,34,34,34,34,34,34,34,14.14213562,MISS,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,2,1,243,0,0,MISS,59.93141718,21.9544984,AWAY,78,78,19,19,HOMEZONE,0,3,8,16,C,2025,L,Ryan Donato,8477987,34,34,30.4,34,34,28,28,30.4,2,3,34,34,34,34,34,34,16,34,34,16,16,16,40.03025927,40.03025927,19.90115791,2.487644738,0,32.64965543,0,0,0,0,0,1,0,0,SNAP,0,1.767766953,AWAY,CHI,2434,-18,34,8,1,64,64,0.167123,0.0377611,0.414489,0.324812,0.0209357,0.0348791,0.743424,21,21
57,49,-40,40,-5,5,0,0,0,0,5,CHI,2,42.6,36,25,47,25,25,2,3,61,36,25,61,25,25,33,36,25,33,25,25,40.31128874,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,2,1,250,1,0,FAC,0,0,HOME,0,0,0,0,AWAYZONE,0,3,7,0,D,2025,L,Dmitry Kulikov,8475179,25,25,37,34,25,39,25,25,2,3,43,43,25,42,25,25,25,25,25,34,25,25,5.82634203,5.82634203,0,0,0,49.25444142,0,0,0,1,0,0,0,0,WRIST,1,1.61245155,HOME,FLA,2518,0,25,25,15,-40,40,0.183831,0.0175231,0.435334,0.302427,0.0198985,0.040987,0.65174,-5,5
58,29,-65,65,17,17,10.2,0,0,0,5,CHI,2,21,24.5,24.5,18.66666667,18.66666667,21,2,3,25,25,25,24,24,25,9,24,24,9,9,9,110.8196733,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,2,1,255,1,0,HIT,0,0,AWAY,44,-44,37,-37,AWAYZONE,0,3,71,0,C,2025,R,Luke Kunin,8479316,23,23,33,26.5,26.5,37.33333333,34.33333333,31.2,2,3,81,33,33,81,72,72,8,20,20,8,8,8,-35.31121344,35.31121344,0,0,0,29.41088234,0,0,0,0,1,0,0,0,WRIST,1,22.16393467,HOME,FLA,2565,-1,72,5,11,-65,65,0.179135,0.0684064,0.367041,0.318501,0.0236006,0.0433169,0.767704,17,-17
59,38,61,61,25,25,11.4,0,0,0,5,CHI,2,19.2,10.5,10.5,25,25,19.2,2,3,40,11,11,40,40,40,10,10,10,12,12,10,158.0790941,SHOT,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,2,1,258,0,0,HIT,0,0,HOME,-97,-97,20,20,HOMEZONE,0,3,16,0,C,2025,L,Jason Dickinson,8477450,10,10,30.6,56.5,56.5,13.33333333,13.33333333,30.6,2,3,57,57,57,20,20,57,10,56,56,10,10,10,41.7602997,41.7602997,0,0,0,37.53664876,0,0,0,0,1,0,0,0,SNAP,1,26.34651569,AWAY,CHI,2597,0,104,6,6,61,61,0.288939,0.0464855,0.316862,0.301471,0.022584,0.0236585,0.829873,25,25
60,23,-67,67,8,8,-10.6,0,0,0,5,CHI,2,29.4,32.5,32.5,27.33333333,27.33333333,29.4,2,3,33,33,33,32,32,33,24,32,32,24,24,24,79.63039621,MISS,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,2,1,264,1,0,TAKE,0,0,HOME,-2,2,-38,38,AWAYZONE,1,3,23,0,C,2025,L,Carter Verhaeghe,8477409,24,24,18.8,10,10,24.66666667,24.66666667,18.8,2,3,27,10,10,27,27,27,10,10,10,23,23,10,-19.98310652,19.98310652,0,0,0,23.40939982,0,0,0,1,0,0,0,0,SNAP,0,19.90759905,HOME,FLA,2686,-14,69,4,3,-67,67,0.132968,0.16785,0.363541,0.270031,0.0209669,0.0446435,0.791994,8,-8
61,35,-56,56,12,12,0,0,0,0,5,CHI,2,18,26.5,3,12.33333333,3,3,2,3,27,27,3,17,3,3,5,26,3,5,3,3,10.44030651,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,2,1,270,1,0,BLOCK,0,0,HOME,-66,66,15,-15,AWAYZONE,1,3,12,0,L,2025,L,Jonah Gadjovich,8479981,18,3,15.8,17.5,3,14.66666667,3,3,2,3,18,18,3,18,3,3,10,17,3,10,3,3,-19.98310652,19.98310652,0,0,0,35.11409973,0,1,0,0,0,0,0,0,WRIST,1,5.220153254,HOME,FLA,2728,0,3,2,1,-56,56,0.282406,0.0952503,0.339874,0.201905,0.0352813,0.0452834,0.777371,12,-12
62,35,-71,71,-30,30,0,0,0,0,5,CHI,2,12,12,12,12,12,12,1,4,12,12,12,12,12,12,12,12,12,12,12,12,140.2283851,MISS,20001,0,8481519,Spencer Knight,0,120,108,4,FLA,2,1,276,1,0,FAC,0,0,HOME,69,-69,-22,22,AWAYZONE,0,3,63,0,L,2025,L,Brad Marchand,8473419,12,12,12,12,12,12,12,12,2,2,12,12,12,12,12,12,12,12,12,12,12,12,59.03624347,59.03624347,0,0,0,34.98571137,0,0,0,0,1,0,0,0,WRIST,0,11.68569876,HOME,FLA,2768,0,12,12,6,-71,71,0.114761,0.0113595,0.24383,0.583467,0.0192538,0.0273294,0.749086,-30,30
63,44,45,45,0,0,0,0,0,0,5,CHI,2,14,14,14,14,14,14,2,2,14,14,14,14,14,14,14,14,14,14,14,14,32.55764119,MISS,20001,0,8475683,Sergei Bobrovsky,0,120,79,4,FLA,2,1,280,0,0,FAC,0,0,AWAY,69,69,-22,-22,HOMEZONE,0,3,98,0,C,2025,R,Connor Bedard,8484144,41,14,41,41,14,41,14,14,1,4,41,41,14,41,14,14,41,41,14,41,14,14,0,0,0,0,0,44,0,1,0,0,0,0,0,0,SNAP,0,2.325545799,AWAY,CHI,2797,0,14,14,2,45,45,0.181835,0.00657674,0.496095,0.226404,0.0223815,0.0667078,0.695766,0,0
64,10,81,81,-6,6,0,0,0,0,5,CHI,2,25,25,25,25,25,25,2,2,25,25,25,25,25,25,25,25,25,25,25,25,46.14108798,SHOT,20001,0,8475683,Sergei Bobrovsky,0,120,5,4,FLA,2,1,288,0,0,TAKE,0,0,AWAY,58,58,34,34,HOMEZONE,1,3,8,0,C,2025,L,Ryan Donato,8477987,25,25,25,25,25,25,25,25,1,4,25,25,25,25,25,25,25,25,25,25,25,25,-36.86989765,36.86989765,0,0,0,10,0,1,0,0,0,0,0,0,SNAP,1,2.714181646,AWAY,CHI,2871,0,25,17,1,81,81,0.148077,0.016312,0.352711,0.377589,0.0228665,0.0824457,0.842862,-6,-6
65,57,35,35,-18,18,4.2,0,0,0,5,CHI,2,20.6,19,19,21.66666667,21.66666667,20.6,2,3,25,21,21,25,25,25,17,17,17,20,20,17,123.0447073,MISS,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,2,1,295,0,0,HIT,0,0,HOME,-87,-87,-34,-34,HOMEZONE,0,3,5,0,,2025,R,Connor Murphy,8476473,6,6,24.8,20,20,28,28,24.8,2,3,30,20,20,30,30,30,20,20,20,25,25,20,-18.43494882,18.43494882,0,0,0,56.92099788,0,0,0,1,0,0,0,0,SLAP,0,11.18588248,AWAY,CHI,2942,3,70,11,4,35,35,0.165036,0.0195142,0.435391,0.327748,0.0191333,0.0331777,0.693553,-18,-18
66,9.486832981,-80,80,3,3,-13,0,0,0,5,CHI,2,29.2,43,43,20,20,29.2,2,3,44,44,44,20,20,44,20,42,42,20,20,20,149.6462495,GOAL,20001,1,8481519,Spencer Knight,0,0,0,5,FLA,2,1,297,1,0,HIT,0,0,HOME,65,-65,40,-40,AWAYZONE,1,3,70,0,,2025,L,Jesper Boqvist,8480003,16,16,16.2,0,0,27,27,16.2,2,3,41,0,0,41,41,41,0,0,0,20,20,0,-18.43494882,18.43494882,0,0,0,9.486832981,0,0,0,0,0,0,0,0,DEFL,1,4.40136028,HOME,FLA,2980,-20,108,34,0,-80,80,0.111139,0.13951,0.416669,0.252406,0.0257983,0.054477,0.60322,3,-3
67,13,-76,76,0,0,-26.4,0,0,0,5,CHI,2,50.4,58,53,45.33333333,42,46.4,2,3,58,58,53,58,53,53,20,58,53,20,20,20,98.48857802,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,3,1,301,1,0,FAC,0,0,HOME,20,-20,22,-22,AWAYZONE,0,3,27,0,,2025,L,Eetu Luostarinen,8480185,19,19,20,20,20,20,20,20,2,3,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,13,0,0,0,1,0,0,0,0,BACK,1,1.858275057,HOME,FLA,3038,0,53,53,3,-76,76,0.11556,0.114182,0.407834,0.261053,0.0153816,0.0859891,0.844461,0,0
68,56,-36,36,19,19,0,0,0,0,5,CHI,2,9,2,2,13.66666667,2,2,2,3,37,2,2,37,2,2,2,2,2,2,2,2,33.13608305,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,3,1,304,1,0,FAC,0,0,HOME,-69,69,22,-22,AWAYZONE,0,3,5,0,D,2025,R,Aaron Ekblad,8477932,22,2,10,22,2,2,2,2,2,3,22,22,2,2,2,2,2,22,2,2,2,2,-19.72227776,19.72227776,0,0,0,56.30275304,0,1,0,0,0,0,0,0,WRIST,1,16.56804153,HOME,FLA,3043,0,2,2,2,-36,36,0.443649,0.0230107,0.295395,0.177497,0.0231724,0.037276,0.812626,19,-19
69,26,-68,68,16,16,1.8,0,0,0,5,CHI,2,37.4,33,29,40.33333333,26,27.2,2,3,68,33,29,68,29,29,20,33,29,20,20,20,54.23098745,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,3,1,309,1,0,GIVE,0,0,AWAY,-73,73,-38,38,AWAYZONE,1,3,63,0,L,2025,L,Brad Marchand,8473419,33,29,41,53,29,33,29,29,2,3,53,53,29,33,29,29,33,53,29,33,29,29,-37.30394828,37.30394828,0,0,0,26.40075756,0,0,0,0,1,0,0,0,WRIST,1,2.711549373,HOME,FLA,3074,9,29,20,16,-68,68,0.132978,0.0633243,0.432559,0.296118,0.0197079,0.055314,0.725992,16,-16
70,5.385164807,-87,87,-5,5,5.8,0,0,0,5,CHI,2,28,15.5,15.5,36.33333333,35,27.2,2,3,60,16,16,60,56,56,15,15,15,15,15,15,180.2692431,MISS,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,3,1,312,1,0,HIT,0,0,HOME,89,-89,34,-34,AWAYZONE,0,3,23,0,C,2025,L,Carter Verhaeghe,8477409,60,56,34.6,20,20,44.33333333,41.66666667,33,2,3,60,20,20,60,56,56,13,20,20,13,13,13,68.19859051,68.19859051,0,0,0,5.385164807,0,0,0,0,1,0,0,0,WRIST,0,25.75274901,HOME,FLA,3101,-2,56,7,24,-87,87,0.152699,0.2047,0.289059,0.229038,0.0202074,0.104297,0.929662,-5,5
71,39,-57,57,-23,23,-13.2,0,0,0,5,CHI,2,52,39.5,39.5,60.33333333,59,51.2,2,3,84,40,40,84,80,80,39,39,39,39,39,39,34.98571137,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,3,1,313,1,0,MISS,68.19859051,5.385164807,HOME,-87,87,-5,5,AWAYZONE,0,3,77,23,D,2025,L,Niko Mikkola,8478859,27,27,38.8,26.5,26.5,47,45.66666667,38,2,3,84,27,27,84,80,80,20,26,26,20,20,20,35.7066914,35.7066914,32.49189911,1.35382913,0,39.40812099,0,1,0,0,0,0,0,0,WRIST,1,1.457737974,HOME,FLA,3125,-19,80,24,2,-57,57,0.185051,0.0211494,0.453236,0.278418,0.0217772,0.0403682,0.714872,-23,23
72,54,54,54,41,41,0,0,0,0,5,CHI,2,56.2,46,22,63,22,22,2,3,85,46,22,85,22,22,46,46,22,48,22,22,60.81118318,MISS,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,3,1,326,0,0,GIVE,0,0,HOME,97,97,-2,-2,HOMEZONE,0,3,48,0,D,2025,L,Matt Grzelcyk,8476891,46,22,43.2,46,22,41.33333333,22,22,2,3,46,46,22,46,22,22,32,46,22,32,22,22,49.51398846,49.51398846,0,0,0,53.90732789,0,0,0,1,0,0,0,0,SNAP,0,60.81118318,AWAY,CHI,3173,0,22,0,2,54,54,0.243719,0.015524,0.402189,0.279031,0.029024,0.0305133,0.758176,41,41
73,58,35,35,-20,20,0,0,0,0,5,CHI,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,54.03702434,SHOT,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,3,1,329,0,0,FAC,0,0,AWAY,69,69,22,22,HOMEZONE,0,3,5,0,D,2025,R,Connor Murphy,8476473,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,-20.32313683,20.32313683,0,0,0,57.5847202,0,0,0,0,1,0,0,0,SNAP,1,18.01234145,AWAY,CHI,3178,0,3,3,11,35,35,0.416794,0.0300442,0.303796,0.183013,0.0253218,0.0410305,0.769408,-20,-20
74,7.615773106,-82,82,3,3,0,0,0,0,5,CHI,2,14,14,14,14,14,14,2,3,14,14,14,14,14,14,14,14,14,14,14,14,119.2392553,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,3,1,330,1,0,SHOT,0,0,AWAY,35,-35,-20,20,AWAYZONE,0,3,71,5,C,2025,R,Luke Kunin,8479316,14,14,14,14,14,14,14,14,2,3,14,14,14,14,14,14,14,14,14,14,14,14,-23.19859051,23.19859051,0,0,0,7.615773106,0,1,0,0,0,0,0,0,WRIST,1,10.8399323,HOME,FLA,3189,0,14,11,2,-82,82,0.141174,0.197759,0.336559,0.199288,0.0221883,0.103031,0.939147,3,-3
75,50,56,56,-38,38,-13,0,0,0,5,CHI,2,33,52.5,52.5,20,20,33,2,3,72,72,72,20,20,72,20,33,33,20,20,20,67.08203933,SHOT,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,3,1,335,0,0,TAKE,0,0,AWAY,-10,-10,-26,-26,HOMEZONE,0,3,55,0,,2025,R,Artyom Levshunov,8484783,28,28,20,20,20,20,20,20,2,3,20,20,20,20,20,20,20,20,20,20,20,20,-49.02826367,49.02826367,0,0,0,50.32891813,1,0,0,0,0,0,0,0,,1,2.236067978,AWAY,CHI,3263,0,72,30,2,56,56,0.269379,0.0104957,0.376425,0.297726,0.0184211,0.0275539,0.771761,-38,-38
76,30,61,61,10,10,-8,0,0,0,5,CHI,2,37,54.5,54.5,25.33333333,25.33333333,37,2,3,74,74,74,30,30,74,22,35,35,22,22,22,48.25971405,MISS,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,3,1,336,0,0,SHOT,-49.02826367,50.32891813,AWAY,56,56,-38,-38,HOMEZONE,0,3,44,55,D,2025,,Wyatt Kaiser,8482176,31,31,29,30.5,30.5,28,28,29,2,3,32,31,31,32,32,32,22,30,30,22,22,22,19.65382406,19.65382406,68.68208772,34.34104386,1,29.73213749,0,0,0,1,0,0,1,0,SNAP,0,24.12985702,AWAY,CHI,3265,0,74,2,3,61,61,0.214358,0.229012,0.271585,0.206111,0.0343947,0.0445388,0.775911,10,10
77,64,33,33,-32,32,0,0,0,0,5,CHI,2,46,46,46,46,46,46,2,3,46,46,46,46,46,46,46,46,46,46,46,46,48.25971405,SHOT,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,3,1,341,0,0,BLOCK,0,0,AWAY,60,60,8,8,HOMEZONE,0,3,55,0,D,2025,R,Artyom Levshunov,8484783,86,46,62.2,86.5,46,46,46,46,2,3,87,87,46,46,46,46,46,86,46,46,46,46,-29.7448813,29.7448813,0,0,0,64.49806199,0,1,0,0,0,0,0,0,,1,1.237428565,AWAY,CHI,3321,0,46,39,2,33,33,0.260577,0.0106765,0.36567,0.307434,0.016229,0.0394133,0.77281,-32,-32
78,24,-65,65,0,0,0,0,0,0,5,CHI,2,17,17,17,17,17,17,2,3,17,17,17,17,17,17,17,17,17,17,17,17,135.7939616,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,3,1,344,1,0,FAC,0,0,AWAY,69,-69,-22,22,AWAYZONE,0,3,63,0,L,2025,L,Brad Marchand,8473419,17,17,17,17,17,17,17,17,2,3,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,24,0,1,0,0,0,0,0,0,WRIST,1,7.987880093,HOME,FLA,3340,0,17,17,2,-65,65,0.114243,0.104928,0.429312,0.261851,0.0231441,0.0665213,0.748619,0,0
79,94,-2,2,-35,35,12,0,0,0,5,CHI,2,19.6,19,19,20,20,19.6,2,3,20,20,20,20,20,20,18,18,18,20,20,18,103.9663407,MISS,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,3,1,355,0,0,HIT,0,0,HOME,-74,74,40,-40,Neu. Zone,0,3,16,0,,2025,L,Jason Dickinson,8477450,8,8,31.6,49,49,20,20,31.6,2,3,55,55,55,20,20,55,20,43,43,20,20,20,21.91486633,21.91486633,0,0,0,93.77632964,0,0,0,0,1,0,0,0,,0,7.997410824,AWAY,CHI,3451,2,94,13,14,-2,2,0.227472,0.00595001,0.199022,0.536978,0.0204554,0.0101226,0.908155,-35,35
80,23,-66,66,-1,1,-1,0,0,0,5,CHI,2,31.2,35,35,28.66666667,28.66666667,31.2,2,3,46,35,35,46,46,46,20,35,35,20,20,20,38.47076812,SHOT,20001,0,8481519,Spencer Knight,0,0,0,5,FLA,3,1,357,1,0,HIT,0,0,AWAY,-72,72,-39,39,AWAYZONE,1,3,13,0,C,2025,R,Sam Reinhart,8477933,45,45,30.2,20,20,37,37,30.2,2,3,46,20,20,46,46,46,20,20,20,20,20,20,2.489552922,2.489552922,0,0,0,23.02172887,0,0,0,0,1,0,0,0,WRIST,1,1.748671278,HOME,FLA,3487,0,130,22,32,-66,66,0.104111,0.093692,0.42638,0.28544,0.017723,0.0726541,0.706787,-1,1
81,52,45,45,28,28,0,0,0,0,5,CHI,2,39.4,67,18,21,18,18,2,3,67,67,18,27,18,18,18,67,18,18,18,18,82.00609733,SHOT,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,3,1,362,0,0,FAC,0,0,HOME,-20,-20,-22,-22,HOMEZONE,0,3,86,0,C,2025,L,Teuvo Teravainen,8476882,18,18,51,43,18,53,18,18,1,4,71,43,18,71,18,18,18,43,18,18,18,18,32.47119229,32.47119229,0,0,0,52.15361924,1,0,0,0,0,0,0,0,,1,4.555894296,AWAY,CHI,3550,0,18,18,2,45,45,0.265631,0.0108016,0.384079,0.289823,0.0178182,0.0318471,0.721977,28,28
82,17,93,93,17,17,-2,1,0,0,6,CHI,2,41.4,69,20,23,20,20,2,3,69,69,20,29,20,20,20,69,20,20,20,20,49.24428901,MISS,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,3,1,363,0,0,SHOT,32.47119229,52.15361924,AWAY,45,45,28,28,HOMEZONE,1,3,91,86,C,2025,R,Frank Nazar,8483493,69,20,45.5,45,20,45.6,17.6,18,1,5,73,45,20,73,20,20,8,45,20,8,8,8,76.75948008,76.75948008,44.28828779,22.1441439,0,17.4642492,0,0,0,1,0,0,1,0,,0,24.6221445,AWAY,CHI,3552,-12,20,2,12,93,93,0.143,0.01,0.405,0.324,0.05,0.068,0.3,17,17
83,28,69,69,-20,20,-2,1,0,0,6,CHI,2,53.4,81,32,35,32,32,2,3,81,81,32,41,32,32,32,81,32,32,32,32,44.10215414,MISS,20001,0,8475683,Sergei Bobrovsky,0,0,0,5,FLA,3,1,364,0,0,MISS,76.75948008,17.4642492,AWAY,93,93,17,17,HOMEZONE,0,3,6,91,D,2025,R,Sam Rinzel,8483506,57,32,57.5,57,32,57.6,29.6,30,1,5,85,57,32,85,32,32,20,57,32,20,20,20,-45,45,121.7594801,10.14662334,1,28.28427125,0,0,0,0,1,0,0,0,,0,3.675179512,AWAY,CHI,3564,-12,32,12,36,69,69,0.0972897,0.0302246,0.640996,0.166961,0.0172575,0.0472709,0.659959,-20,-20
84,11,84,84,-10,10,0,0,0,0,5,PIT,0,21,21,21,21,21,21,2,3,21,21,21,21,21,21,21,21,21,21,21,21,84.59314393,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,6,0,0,FAC,0,0,HOME,0,0,0,0,HOMEZONE,1,1,87,0,C,2025,L,Sidney Crosby,8471675,21,21,21,21,21,21,21,21,2,3,21,21,21,21,21,21,21,21,21,21,21,21,-63.43494882,63.43494882,0,0,0,11.18033989,1,0,0,0,0,0,0,0,WRIST,1,4.028244949,AWAY,PIT,21,0,21,21,1,84,84,0.123742,0.0603002,0.413729,0.293337,0.0201856,0.0887064,0.839006,-10,-10
85,5.385164807,87,87,-5,5,0,0,0,0,5,PIT,0,22,22,22,22,22,22,2,3,22,22,22,22,22,22,22,22,22,22,22,22,5.830951895,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,7,0,0,SHOT,-63.43494882,11.18033989,AWAY,84,84,-10,-10,HOMEZONE,1,1,87,87,C,2025,L,Sidney Crosby,8471675,22,22,22,22,22,22,22,22,2,3,22,22,22,22,22,22,22,22,22,22,22,22,-68.19859051,68.19859051,4.763641691,4.763641691,0,5.385164807,0,0,0,1,0,0,1,0,WRIST,1,5.830951895,AWAY,PIT,22,0,22,1,19,87,87,0.357509,0.134664,0.238289,0.143722,0.0296317,0.0961844,0.960501,-5,-5
86,6.08276253,88,88,-6,6,0,0,0,0,5,PIT,0,41,41,41,41,41,41,2,3,41,41,41,41,41,41,41,41,41,41,41,41,2.236067978,MISS,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,8,0,0,SHOT,-68.19859051,5.385164807,AWAY,87,87,-5,-5,HOMEZONE,1,1,87,87,C,2025,L,Sidney Crosby,8471675,41,41,41,41,41,41,41,41,2,3,41,41,41,41,41,41,41,41,41,41,41,41,-80.53767779,80.53767779,12.33908728,0.649425646,0,6.08276253,0,0,0,1,0,0,0,0,WRAP,0,0.117687788,AWAY,PIT,41,0,41,19,3,89,88,0.139615,0.0444982,0.414405,0.283058,0.0171159,0.101309,0.857277,-6,-6
87,68,30,30,-33,33,0,0,0,0,5,PIT,0,46,46,46,46,46,46,2,3,46,46,46,46,46,46,46,46,46,46,46,46,64.84597135,MISS,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,10,0,0,GIVE,0,0,HOME,92,92,-14,-14,HOMEZONE,0,1,45,0,D,2025,,Harrison Brunicke,8484839,46,46,46,46,46,46,46,46,2,3,46,46,46,46,46,46,46,46,46,46,46,46,-29.21924669,29.21924669,0,0,0,67.60177512,0,0,0,0,1,0,0,0,SNAP,0,32.42298567,AWAY,PIT,46,0,46,2,13,30,30,0.23593,0.0346409,0.376022,0.304996,0.0237624,0.0246483,0.652498,-33,-33
